motif	soc_sig	sol_sig	num_tests	previous	soc_perms	sol_perms	soc-sol
Hth_SOLEXA	1	1	191	soc	663	618	0
Hr78_SOLEXA	0	0	27	NA	1000	1000	0
Hr51_SOLEXA	0	0	82	NA	1000	1000	0
Hr46_SOLEXA	0	0	35	sol	1000	1000	0
Hr39_SOLEXA	0	0	17	NA	1000	1000	0
Hmx_SOLEXA	2	2	167	NA	190	156	0
HLH54F_da_SOLEXA_5	0	0	84	NA	1000	1000	0
HLH4C_da_SOLEXA_5	0	0	53	NA	1000	1000	0
HLH106_SOLEXA_5_4	0	0	71	NA	1000	1000	0
hkb_SOLEXA_5	0	0	24	sol	1000	1000	0
Hey_SOLEXA_5	0	0	37	NA	1000	1000	0
hb_SOLEXA_5	0	0	99	soc	1000	1000	0
Hand_da_SOLEXA_5	0	0	35	NA	1000	1000	0
gt_SOLEXA	0	0	9	soc	1000	1000	0
gsb_SOLEXA	0	0	45	NA	1000	1000	0
gsb_n_SOLEXA	0	0	103	NA	1000	1000	0
gcm_SELEX	0	0	20	sol	1000	1000	0
GATAd_SOLEXA	0	0	23	NA	1000	1000	0
ftz_f1_SOLEXA_2	0	0	8	NA	1000	1000	0
fru_PI_SOLEXA_5	0	0	40	soc	1000	1000	0
Fer2_da_SOLEXA_5	0	0	65	NA	1000	1000	0
Fer1_SOLEXA_5	0	0	15	NA	1000	1000	0
ey_SOLEXA	0	0	56	NA	1000	1000	0
eyg_SOLEXA_t50	0	0	18	NA	1000	1000	0
Ets98B_SOLEXA	0	0	63	soc	1000	1000	0
Ets21C_SOLEXA	0	0	57	soc	1000	1000	0
Eip93F_SOLEXA	0	0	42	soc	1000	1000	0
Eip74EF_SOLEXA	0	0	18	soc	1000	1000	0
eg_SOLEXA	0	0	37	NA	1000	1000	0
E5_SOLEXA	1	1	198	soc	517	544	0
dys_tgo_SOLEXA_5	0	0	51	NA	1000	1000	0
Doc2_SOLEXA	0	0	15	NA	1000	1000	0
dl_NBT	0	0	27	sol	1000	1000	0
disco_SOLEXA_5	0	0	34	soc	1000	1000	0
dimm_da_SOLEXA_5	0	0	3	soc	1000	1000	0
Dif_Rel_SELEX	0	0	5	NA	1000	1000	0
da_SOLEXA_5	0	0	63	sol	1000	1000	0
D19B_SOLEXA_5	0	0	70	soc	1000	1000	0
cwo_SOLEXA_5	0	0	12	soc	1000	1000	0
Ct_SOLEXA	0	0	123	soc	1000	1000	0
crp_SOLEXA_5	0	0	26	NA	1000	1000	0
CrebA_SOLEXA	0	0	42	soc	1000	1000	0
Crc_CG6272_SOLEXA	0	0	23	soc	1000	1000	0
cnc_maf_s_SELEX	0	0	3	soc	1000	1000	0
cic_SOLEXA	0	0	42	NA	1000	1000	0
chinmo_SOLEXA_15	0	0	76	soc	1000	1000	0
CG8319_SOLEXA_2.5	0	0	10	NA	1000	1000	0
CG8281_SOLEXA	0	0	28	NA	1000	1000	0
CG7928_SOLEXA_5	0	0	57	sol	1000	1000	0
CG7368_SOLEXA_2.5	0	0	90	NA	1000	1000	0
CG7056_SOLEXA	0	0	186	soc	1000	1000	0
CG6276_SOLEXA	0	0	84	NA	1000	1000	0
CG5953_SOLEXA	0	0	68	soc	1000	1000	0
CG5669_SOLEXA_5	0	0	45	sol	1000	1000	0
CG5180_SOLEXA	0	0	53	soc	1000	1000	0
CG4854_SOLEXA_5	0	0	5	NA	1000	1000	0
CG4360_F1_3_SOLEXA_2.5	0	0	5	soc	1000	1000	0
CG3919_SOLEXA	0	0	110	NA	1000	1000	0
CG3838_SOLEXA	1	1	129	soc	547	453	0
CG32830_SOLEXA_5	0	0	55	NA	1000	1000	0
CG31782_SOLEXA_5	1	1	227	NA	794	723	0
CG31670_SOLEXA_5	0	0	19	NA	1000	1000	0
CG17181_SOLEXA_5	0	0	31	NA	1000	1000	0
CG15601_SOLEXA	0	0	46	soc	1000	1000	0
CG14962_SOLEXA_5	0	0	29	NA	1000	1000	0
CG12605_SOLEXA_5	0	0	17	NA	1000	1000	0
CG12236_PB_SOLEXA_2.5	0	0	163	NA	1000	1000	0
CG12029_SOLEXA_5	0	0	44	NA	1000	1000	0
CG11723_SOLEXA	1	1	270	NA	847	739	0
CG11504_SOLEXA	0	0	29	soc	1000	1000	0
CG11071_SOLEXA_5	0	0	38	sol	1000	1000	0
CG10267_SOLEXA_5	0	0	33	NA	1000	1000	0
cas_SELEX	0	0	68	NA	1000	1000	0
Bteb2_SOLEXA_2.5	1	1	98	sol	459	364	0
BtbVII_SOLEXA	1	1	178	soc	612	596	0
br_PL_SOLEXA_5	1	1	103	NA	427	415	0
br_PE_SOLEXA_5	0	0	38	soc	1000	1000	0
br_PC_SOLEXA_10	0	0	20	soc	1000	1000	0
Blimp_1_SOLEXA_5	0	0	80	NA	1000	1000	0
Atf6_SOLEXA	0	0	2	sol	1000	1000	0
Atf_2_SOLEXA	0	0	3	soc	1000	1000	0
apt_SELEX	0	0	4	soc	1000	1000	0
Aef1_SOLEXA_5	0	0	37	soc	1000	1000	0
acj6_SOLEXA	0	0	126	soc	1000	1000	0
Achi_SOLEXA	1	1	131	NA	532	532	0
ac_da_SOLEXA_5	0	0	51	NA	1000	1000	0
ab_SOLEXA_5	0	0	12	NA	1000	1000	0
ttk_PF_SOLEXA_5	0	1	57	soc	1000	181	-1
trem_SELEX	2	3	382	sol	678	336	-1
tll_SOLEXA	0	1	24	soc	1000	67	-1
Tin_SOLEXA	1	2	121	NA	493	133	-1
tap_da_SOLEXA_5	0	1	50	sol	1000	210	-1
tai_Met_SOLEXA_5	0	1	135	soc	1000	309	-1
SuH_compiled	0	1	190	sol	1000	574	-1
sob_F3_5_SOLEXA_5	0	1	47	soc	1000	102	-1
pros_SELEX	1	2	286	sol	778	478	-1
Poxm_SOLEXA	0	1	236	sol	1000	707	-1
Optix_SOLEXA	1	2	147	soc	666	198	-1
opa_SOLEXA_5	0	1	149	sol	1000	500	-1
mef2_compiled	0	1	61	soc	1000	281	-1
lola_PQ_SOLEXA	0	1	79	soc	1000	258	-1
lola_PP_SOLEXA_2.5	0	1	173	soc	1000	585	-1
lola_PF_SOLEXA_2.5	0	1	51	NA	1000	146	-1
ken_SOLEXA_5	0	1	55	soc	1000	170	-1
jim_F1_9_SOLEXA_2.5	1	2	140	soc	688	133	-1
Hsf_compiled	0	1	20	soc	1000	71	-1
Hr83_SOLEXA	0	1	39	soc	1000	92	-1
HLH4C_SOLEXA_5	0	1	26	NA	1000	43	-1
Her_SOLEXA_5	0	1	25	sol	1000	68	-1
her_SOLEXA_10	0	1	11	soc	1000	53	-1
Gsc_SOLEXA	0	1	102	NA	1000	370	-1
gl_SOLEXA_5	0	1	22	NA	1000	53	-1
gce_SOLEXA_5	0	1	234	NA	1000	629	-1
Fer1_da_SOLEXA_5	0	1	110	NA	1000	362	-1
Exd_SOLEXA	0	1	140	NA	1000	501	-1
esg_F3_5_SOLEXA	0	1	91	soc	1000	287	-1
dsx_SELEX	0	1	86	soc	1000	292	-1
Dip3_SOLEXA	0	1	118	soc	1000	414	-1
Dfd_SOLEXA	0	1	161	soc	1000	517	-1
ci_SOLEXA_5	0	1	75	sol	1000	310	-1
CG9437_SOLEXA	0	1	51	soc	1000	158	-1
CG1621_SOLEXA	0	1	172	NA	1000	559	-1
CG12768_SOLEXA	0	1	38	soc	1000	125	-1
CG12155_SOLEXA	0	1	84	soc	1000	243	-1
CG10904_SOLEXA	1	2	185	NA	703	333	-1
bowl_SOLEXA_5	0	1	69	NA	1000	184	-1
bab1_SOLEXA	1	2	208	NA	682	253	-1
AbdB_SOLEXA	0	1	208	soc	1000	567	-1
toy_SOLEXA	0	2	174	sol	1000	153	-2
Sox15_SOLEXA	0	2	161	soc	1000	214	-2
pfk_SOLEXA	0	2	137	NA	1000	190	-2
Med_FlyReg	1	3	402	sol	894	461	-2
lola_PW_SOLEXA	0	2	139	NA	1000	121	-2
lola_PO_SOLEXA	0	2	117	NA	1000	69	-2
Lim3_SOLEXA	0	2	191	NA	1000	174	-2
fkh_NAR	0	2	146	soc	1000	132	-2
CG15696_SOLEXA	0	2	199	soc	1000	201	-2
brk_FlyReg	1	3	336	sol	861	241	-2
BH1_SOLEXA	0	2	221	soc	1000	204	-2
Bap_SOLEXA	0	2	95	soc	1000	76	-2
Antp_SOLEXA	0	2	186	soc	1000	161	-2
Lbe_SOLEXA	0	3	171	soc	1000	45	-3
Awh_SOLEXA	0	3	162	soc	1000	40	-3
Adf1_SOLEXA	0	3	162	sol	1000	28	-3
